Item Fat Content	Item Identifier	Item Type	Outlet Establishment Year	Outlet Identifier	Outlet Location Type	Outlet Size	Outlet Type	Total Sales	Rating
Low Fat	FDL46	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	119.5466	5
Low Fat	FDH10	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	194.4478	5
Low Fat	DRE60	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	226.172	5
Low Fat	DRD60	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	182.4634	5
Regular	FDR36	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	43.7454	5
Regular	FDL24	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	170.9422	5
Regular	FDM36	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	171.1422	5
Regular	FDD26	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	183.3924	5
Regular	FDI02	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	113.7202	5
Regular	FDE04	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	181.566	5
Regular	FDQ08	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	60.2536	5
Regular	FDV20	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	127.4678	5
Regular	FDW03	Meat	2017	OUT035	Tier 2	Small	Supermarket Type1	106.1306	5
Regular	FDX51	Meat	2017	OUT035	Tier 2	Small	Supermarket Type1	195.4452	5
Regular	FDR03	Meat	2017	OUT035	Tier 2	Small	Supermarket Type1	207.898	5
Regular	FDW21	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	102.4358	5
Regular	FDJ58	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	173.2764	5
Low Fat	FDR48	Baking Goods	2011	OUT010	Tier 3	Medium	Grocery Store	153.0024	5
Low Fat	FDO16	Frozen Foods	2011	OUT010	Tier 3	Medium	Grocery Store	83.325	5
Low Fat	FDE53	Frozen Foods	2011	OUT010	Tier 3	Medium	Grocery Store	107.228	5
Low Fat	FDV31	Fruits and Vegetables	2011	OUT010	Tier 3	Medium	Grocery Store	177.937	5
Low Fat	FDF32	Fruits and Vegetables	2011	OUT010	Tier 3	Medium	Grocery Store	198.2426	5
Low Fat	DRN35	Hard Drinks	2011	OUT010	Tier 3	Medium	Grocery Store	36.6532	5
Low Fat	NCQ17	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	156.463	5
Low Fat	NCQ41	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	193.5794	5
Low Fat	NCN06	Household	2011	OUT010	Tier 3	Medium	Grocery Store	162.8868	5
Low Fat	NCF30	Household	2011	OUT010	Tier 3	Medium	Grocery Store	125.1362	5
Low Fat	FDQ39	Meat	2011	OUT010	Tier 3	High	Grocery Store	190.8846	5
Low Fat	FDL45	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	125.7704	5
Low Fat	FDR10	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	163.4552	5
Low Fat	FDZ09	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	163.6868	5
Low Fat	DRJ13	Soft Drinks	2011	OUT010	Tier 3	High	Grocery Store	159.9578	5
Low Fat	DRD24	Soft Drinks	2011	OUT010	Tier 3	High	Grocery Store	142.5154	5
Low Fat	DRH25	Soft Drinks	2011	OUT010	Tier 3	High	Grocery Store	52.9324	5
Regular	FDC60	Baking Goods	2011	OUT010	Tier 3	High	Grocery Store	87.0514	5
Regular	FDJ36	Baking Goods	2011	OUT010	Tier 3	High	Grocery Store	102.7332	5
Regular	FDU47	Breads	2011	OUT010	Tier 3	High	Grocery Store	138.7838	5
Regular	FDA03	Dairy	2011	OUT010	Tier 3	High	Grocery Store	145.8102	5
Regular	FDY40	Frozen Foods	2011	OUT010	Tier 3	High	Grocery Store	48.4692	5
Regular	FDZ16	Frozen Foods	2011	OUT010	Tier 3	High	Grocery Store	194.1478	5
Regular	FDW07	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	88.2514	5
Low Fat	FDW23	Baking Goods	2000	OUT013	Tier 3	High	Supermarket Type1	36.7164	5
Low Fat	FDW59	Breads	2000	OUT013	Tier 3	High	Supermarket Type1	86.3566	5
Low Fat	DRF27	Dairy	2000	OUT013	Tier 3	High	Supermarket Type1	153.434	5
Low Fat	FDB15	Dairy	2000	OUT013	Tier 3	High	Supermarket Type1	264.5568	5
Low Fat	FDG16	Frozen Foods	2000	OUT013	Tier 3	High	Supermarket Type1	213.7192	5
Low Fat	FDJ04	Frozen Foods	2000	OUT013	Tier 3	High	Supermarket Type1	118.3124	5
Low Fat	FDJ32	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	61.2536	5
Low Fat	FDM56	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	109.8912	5
Low Fat	FDB45	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	104.9306	5
Low Fat	DRJ23	Hard Drinks	2000	OUT013	Tier 3	High	Supermarket Type1	188.1872	5
Low Fat	NCN06	Household	2000	OUT013	Tier 3	High	Supermarket Type1	163.4868	5
Low Fat	NCF43	Household	2000	OUT013	Tier 3	High	Supermarket Type1	142.247	5
Low Fat	NCG07	Household	2000	OUT013	Tier 3	High	Supermarket Type1	188.753	5
Low Fat	NCB55	Household	2000	OUT013	Tier 3	High	Supermarket Type1	59.2562	5
Low Fat	NCN30	Household	2000	OUT013	Tier 3	High	Supermarket Type1	97.441	5
Low Fat	FDF22	Snack Foods	2000	OUT013	Tier 3	High	Supermarket Type1	214.5218	5
Low Fat	FDQ10	Snack Foods	2000	OUT013	Tier 3	High	Supermarket Type1	170.6422	5
Low Fat	DRK13	Soft Drinks	2000	OUT013	Tier 3	High	Supermarket Type1	198.2084	5
Low Fat	DRL37	Soft Drinks	2000	OUT013	Tier 3	High	Supermarket Type1	44.477	5
Regular	FDL38	Canned	2000	OUT013	Tier 3	High	Supermarket Type1	89.9172	5
Regular	FDV13	Canned	2000	OUT013	Tier 3	High	Supermarket Type1	86.1856	5
Regular	FDX04	Frozen Foods	2000	OUT013	Tier 3	High	Supermarket Type1	46.0376	5
Regular	FDF53	Frozen Foods	2000	OUT013	Tier 3	High	Supermarket Type1	180.3318	5
Regular	FDD21	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	115.0176	5
Regular	FDO20	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	252.3382	5
Regular	FDC21	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	109.8254	5
Regular	FDV19	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	159.5578	5
Regular	FDW43	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	225.9036	5
Regular	FDO46	Snack Foods	2000	OUT013	Tier 3	High	Supermarket Type1	187.1872	5
Regular	FDT10	Snack Foods	2000	OUT013	Tier 3	High	Supermarket Type1	60.9562	5
Regular	FDB23	Starchy Foods	2000	OUT013	Tier 3	High	Supermarket Type1	226.9062	5
Low Fat	FDN60	Baking Goods	2022	OUT018	Tier 3	Medium	Supermarket Type2	157.3604	5
Low Fat	FDU23	Breads	2022	OUT018	Tier 3	Medium	Supermarket Type2	163.6184	5
Low Fat	FDM13	Breakfast	2022	OUT018	Tier 3	Medium	Supermarket Type2	132.8626	5
Low Fat	FDB50	Canned	2022	OUT018	Tier 3	Medium	Supermarket Type2	77.9986	5
Low Fat	FDC04	Dairy	2022	OUT018	Tier 3	Medium	Supermarket Type2	242.9854	5
Low Fat	DRF03	Dairy	2022	OUT018	Tier 3	Medium	Supermarket Type2	40.3138	5
Low Fat	FDG53	Frozen Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	140.618	5
Low Fat	FDP16	Frozen Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	244.0802	5
Low Fat	FDE08	Fruits and Vegetables	2022	OUT018	Tier 3	Medium	Supermarket Type2	147.3734	5
Low Fat	FDQ44	Fruits and Vegetables	2022	OUT018	Tier 3	Medium	Supermarket Type2	121.2756	5
Low Fat	DRJ47	Hard Drinks	2022	OUT018	Tier 3	Medium	Supermarket Type2	174.208	5
Low Fat	NCO05	Health and Hygiene	2022	OUT018	Tier 3	Medium	Supermarket Type2	100.4384	5
Low Fat	NCB54	Health and Hygiene	2022	OUT018	Tier 3	Medium	Supermarket Type2	127.3336	5
Low Fat	NCJ29	Health and Hygiene	2022	OUT018	Tier 3	Medium	Supermarket Type2	87.0224	5
Low Fat	NCE06	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	160.7894	5
Low Fat	NCP14	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	103.3306	5
Low Fat	NCH06	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	247.146	5
Low Fat	NCH55	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	128.402	5
Low Fat	NCN42	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	148.0418	5
Low Fat	FDM03	Meat	2022	OUT018	Tier 3	Medium	Supermarket Type2	108.2938	5
Low Fat	FDK55	Meat	2022	OUT018	Tier 3	Medium	Supermarket Type2	88.9172	5
Low Fat	FDU39	Meat	2022	OUT018	Tier 3	Medium	Supermarket Type2	58.5562	5
Low Fat	NCO07	Others	2022	OUT018	Tier 3	Medium	Supermarket Type2	211.856	5
Low Fat	FDF22	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	212.0218	5
Low Fat	FDI46	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	253.3724	5
Low Fat	FDD22	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	113.3544	5
Low Fat	FDZ45	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	200.4084	5
Low Fat	FDT45	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	55.8956	5
Low Fat	FDL34	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	139.9496	5
Low Fat	FDA45	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	177.337	5
Low Fat	DRI01	Soft Drinks	2022	OUT018	Tier 3	Medium	Supermarket Type2	172.0422	5
Low Fat	DRJ13	Soft Drinks	2022	OUT018	Tier 3	Medium	Supermarket Type2	159.6578	5
Regular	FDU47	Breads	2022	OUT018	Tier 3	Medium	Supermarket Type2	142.2838	5
Regular	FDB02	Canned	2022	OUT018	Tier 3	Medium	Supermarket Type2	175.137	5
Regular	FDM50	Canned	2022	OUT018	Tier 3	Medium	Supermarket Type2	59.322	5
Regular	FDC14	Canned	2022	OUT018	Tier 3	Medium	Supermarket Type2	41.0454	5
Regular	FDH50	Canned	2022	OUT018	Tier 3	Medium	Supermarket Type2	182.5266	5
Regular	FDD52	Dairy	2022	OUT018	Tier 3	Medium	Supermarket Type2	110.157	5
Regular	FDH04	Frozen Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	91.0488	5
Regular	FDH56	Fruits and Vegetables	2022	OUT018	Tier 3	Medium	Supermarket Type2	116.7492	5
Regular	FDX31	Fruits and Vegetables	2022	OUT018	Tier 3	Medium	Supermarket Type2	234.4958	5
Regular	FDO51	Meat	2022	OUT018	Tier 3	Medium	Supermarket Type2	44.0112	5
Regular	FDV22	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	155.763	5
Regular	FDJ21	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	146.6102	5
Low Fat	FDI14	Canned	1998	OUT027	Tier 3	Medium	Supermarket Type3	139.2496	5
Low Fat	FDU25	Canned	1998	OUT027	Tier 3	Medium	Supermarket Type3	56.2246	5
Low Fat	FDC53	Frozen Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	96.7384	5
Low Fat	FDD28	Frozen Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	59.5904	5
Low Fat	FDO40	Frozen Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	148.9392	5
Low Fat	FDT40	Frozen Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	125.5678	5
Low Fat	FDD33	Fruits and Vegetables	1998	OUT027	Tier 3	Medium	Supermarket Type3	231.9642	5
Low Fat	FDW20	Fruits and Vegetables	1998	OUT027	Tier 3	Medium	Supermarket Type3	124.973	5
Low Fat	DRN47	Hard Drinks	1998	OUT027	Tier 3	Medium	Supermarket Type3	180.766	5
Low Fat	NCY53	Health and Hygiene	1998	OUT027	Tier 3	Medium	Supermarket Type3	110.4544	5
Low Fat	NCE19	Household	1998	OUT027	Tier 3	Medium	Supermarket Type3	53.4956	5
Low Fat	NCE55	Household	1998	OUT027	Tier 3	Medium	Supermarket Type3	178.237	5
Low Fat	NCG43	Household	1998	OUT027	Tier 3	Medium	Supermarket Type3	94.0462	5
Low Fat	NCH06	Household	1998	OUT027	Tier 3	Medium	Supermarket Type3	245.646	5
Low Fat	NCM30	Household	1998	OUT027	Tier 3	Medium	Supermarket Type3	39.2796	5
Low Fat	NCN42	Household	1998	OUT027	Tier 3	Medium	Supermarket Type3	145.6418	5
Low Fat	NCU42	Household	1998	OUT027	Tier 3	Medium	Supermarket Type3	166.5474	5
Low Fat	NCJ19	Others	1998	OUT027	Tier 3	Medium	Supermarket Type3	55.2588	5
Low Fat	FDD46	Snack Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	154.7998	5
Low Fat	FDL33	Snack Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	194.4452	5
Low Fat	FDP09	Snack Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	211.6902	5
Low Fat	DRL37	Soft Drinks	1998	OUT027	Tier 3	Medium	Supermarket Type3	44.377	5
Regular	FDE36	Baking Goods	1998	OUT027	Tier 3	Medium	Supermarket Type3	165.5868	5
Regular	FDG12	Baking Goods	1998	OUT027	Tier 3	Medium	Supermarket Type3	122.4098	5
Regular	FDU24	Baking Goods	1998	OUT027	Tier 3	Medium	Supermarket Type3	94.312	5
Regular	FDK25	Breakfast	1998	OUT027	Tier 3	Medium	Supermarket Type3	169.3474	5
Regular	FDB14	Canned	1998	OUT027	Tier 3	Medium	Supermarket Type3	91.312	5
Regular	FDH50	Canned	1998	OUT027	Tier 3	Medium	Supermarket Type3	185.2266	5
Regular	FDZ02	Dairy	1998	OUT027	Tier 3	Medium	Supermarket Type3	97.5726	5
Regular	FDH05	Frozen Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	229.7984	5
Regular	FDT19	Fruits and Vegetables	1998	OUT027	Tier 3	Medium	Supermarket Type3	172.108	5
Regular	FDW19	Fruits and Vegetables	1998	OUT027	Tier 3	Medium	Supermarket Type3	109.957	5
Regular	FDR51	Meat	1998	OUT027	Tier 3	Medium	Supermarket Type3	148.4708	5
Regular	FDY34	Snack Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	167.0842	5
Regular	FDP49	Breakfast	2012	OUT049	Tier 1	Medium	Supermarket Type1	54.3614	4.9
Regular	FDG35	Starchy Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	173.5738	4.9
Low Fat	FDS52	Frozen Foods	1998	OUT019	Tier 1	Small	Grocery Store	102.5016	4.9
Low Fat	FDR21	Snack Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	177.537	4.9
Regular	FDQ36	Baking Goods	2010	OUT046	Tier 1	Small	Supermarket Type1	38.3848	4.9
Regular	FDE20	Fruits and Vegetables	2010	OUT046	Tier 1	Small	Supermarket Type1	171.179	4.9
Regular	FDO20	Fruits and Vegetables	2010	OUT046	Tier 1	Small	Supermarket Type1	252.3382	4.9
Low Fat	FDZ20	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	256.1356	4.9
Low Fat	FDK38	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	147.7734	4.9
Low Fat	NCN53	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	33.6874	4.9
Regular	FDN04	Frozen Foods	2000	OUT013	Tier 3	High	Supermarket Type1	176.8344	4.9
Low Fat	NCP42	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	192.1478	4.9
Regular	FDY11	Baking Goods	2022	OUT018	Tier 3	Medium	Supermarket Type2	65.0142	4.9
Low Fat	FDW28	Frozen Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	194.7452	4.9
Low Fat	NCL53	Health and Hygiene	1998	OUT027	Tier 3	Medium	Supermarket Type3	175.4028	4.9
Regular	FDW57	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	179.1028	4.8
Low Fat	NCN07	Others	2011	OUT010	Tier 3	Small	Grocery Store	132.1284	4.8
Regular	FDP28	Frozen Foods	2011	OUT010	Tier 3	Small	Grocery Store	260.0936	4.8
Regular	FDR52	Frozen Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	192.1846	4.8
Regular	FDY56	Fruits and Vegetables	2010	OUT046	Tier 1	Small	Supermarket Type1	225.9062	4.8
Regular	FDR36	Baking Goods	2000	OUT013	Tier 3	High	Supermarket Type1	40.2454	4.8
Regular	FDY22	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	143.8128	4.8
Low Fat	FDD36	Baking Goods	1998	OUT027	Tier 3	Medium	Supermarket Type3	117.6124	4.8
Low Fat	FDP19	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	128.4652	4.8
Low Fat	FDF20	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	196.5768	4.8
Low Fat	NCB31	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	263.291	4.8
Low Fat	DRE12	Soft Drinks	2012	OUT049	Tier 1	Medium	Supermarket Type1	111.686	4.8
Low Fat	DRK01	Soft Drinks	2012	OUT049	Tier 1	Medium	Supermarket Type1	92.5436	4.8
Regular	FDE20	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	167.879	4.8
Regular	FDJ34	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	126.0704	4.8
Low Fat	FDH41	Frozen Foods	1998	OUT019	Tier 1	Small	Grocery Store	213.5534	4.8
Low Fat	FDQ12	Baking Goods	1998	OUT019	Tier 1	Small	Grocery Store	230.001	4.8
Low Fat	FDZ27	Dairy	1998	OUT019	Tier 1	Small	Grocery Store	51.235	4.8
Low Fat	FDI22	Snack Foods	1998	OUT019	Tier 1	Small	Grocery Store	211.0612	4.8
Regular	FDW02	Dairy	1998	OUT019	Tier 1	Small	Grocery Store	126.2704	4.8
Regular	FDR15	Meat	1998	OUT019	Tier 1	Small	Grocery Store	155.8314	4.8
Regular	FDN34	Snack Foods	1998	OUT019	Tier 1	Small	Grocery Store	168.7132	4.8
Low Fat	NCV41	Health and Hygiene	2010	OUT046	Tier 1	Small	Supermarket Type1	112.5228	4.8
Low Fat	NCM19	Others	2010	OUT046	Tier 1	Small	Supermarket Type1	112.5202	4.8
Regular	FDP31	Fruits and Vegetables	2010	OUT046	Tier 1	Small	Supermarket Type1	65.0168	4.8
Regular	FDQ45	Snack Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	185.3608	4.8
Regular	FDO21	Snack Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	226.2404	4.8
Low Fat	FDQ24	Baking Goods	2015	OUT045	Tier 2	Medium	Supermarket Type1	253.4724	4.8
Low Fat	FDD14	Canned	2015	OUT045	Tier 2	Medium	Supermarket Type1	182.6266	4.8
Low Fat	NCC54	Health and Hygiene	2015	OUT045	Tier 2	Small	Supermarket Type1	242.1196	4.8
Low Fat	FDZ40	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	52.9298	4.8
Low Fat	NCM07	Others	2020	OUT017	Tier 2	High	Supermarket Type1	85.6908	4.8
Low Fat	NCP50	Others	2020	OUT017	Tier 2	High	Supermarket Type1	80.6618	4.8
Low Fat	NCJ31	Others	2020	OUT017	Tier 2	High	Supermarket Type1	241.8196	4.8
Low Fat	FDF46	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	115.8834	4.8
Regular	FDJ36	Baking Goods	2015	OUT045	Tier 2	High	Supermarket Type1	101.4332	4.8
Regular	FDZ13	Canned	2015	OUT045	Tier 2	High	Supermarket Type1	51.335	4.8
Regular	FDZ32	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	103.8964	4.8
Regular	FDY40	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	48.1692	4.8
Low Fat	NCM06	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	156.4656	4.8
Low Fat	FDK24	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	46.4744	4.8
Low Fat	NCL05	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	42.277	4.8
Low Fat	NCA29	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	171.6106	4.8
Low Fat	NCP30	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	40.0822	4.8
Low Fat	FDX58	Snack Foods	2011	OUT010	Tier 3	Medium	Grocery Store	181.695	4.8
Low Fat	FDW24	Baking Goods	2011	OUT010	Tier 3	Medium	Grocery Store	50.4034	4.8
Low Fat	FDH48	Baking Goods	2011	OUT010	Tier 3	Medium	Grocery Store	86.254	4.8
Low Fat	FDF20	Fruits and Vegetables	2011	OUT010	Tier 3	Medium	Grocery Store	195.6768	4.8
Low Fat	FDE22	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	158.792	4.8
Low Fat	FDK55	Meat	2000	OUT013	Tier 3	High	Supermarket Type1	89.4172	4.8
Regular	FDR11	Breads	2000	OUT013	Tier 3	High	Supermarket Type1	161.1578	4.8
Regular	DRC01	Soft Drinks	2000	OUT013	Tier 3	High	Supermarket Type1	50.3692	4.8
Regular	FDE11	Starchy Foods	2000	OUT013	Tier 3	High	Supermarket Type1	184.4924	4.8
Low Fat	FDW50	Dairy	2022	OUT018	Tier 3	Medium	Supermarket Type2	165.1158	4.8
Low Fat	DRJ39	Dairy	2022	OUT018	Tier 3	Medium	Supermarket Type2	218.3482	4.8
Low Fat	FDJ46	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	174.0054	4.8
Low Fat	DRD24	Soft Drinks	2022	OUT018	Tier 3	Medium	Supermarket Type2	141.0154	4.8
Regular	FDR20	Fruits and Vegetables	2022	OUT018	Tier 3	Medium	Supermarket Type2	46.3744	4.8
Regular	FDS33	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	90.5514	4.8
Regular	FDK32	Fruits and Vegetables	1998	OUT027	Tier 3	Medium	Supermarket Type3	152.8682	4.8
Regular	FDO03	Meat	1998	OUT027	Tier 3	Medium	Supermarket Type3	228.1352	4.8
Regular	FDC59	Starchy Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	63.8168	4.8
Low Fat	FDS12	Baking Goods	2020	OUT017	Tier 2	Small	Supermarket Type1	127.5362	4.7
Low Fat	FDR21	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	174.837	4.7
Low Fat	FDT44	Fruits and Vegetables	2015	OUT045	Tier 2	Small	Supermarket Type1	117.8466	4.7
Regular	FDZ47	Baking Goods	1998	OUT027	Tier 3	Medium	Supermarket Type3	99.9042	4.7
Low Fat	FDD08	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	38.9506	4.7
Low Fat	FDK02	Canned	2020	OUT017	Tier 2	Medium	Supermarket Type1	118.344	4.7
Low Fat	FDR39	Meat	2012	OUT049	Tier 1	Medium	Supermarket Type1	182.4292	4.7
Low Fat	DRI03	Dairy	2012	OUT049	Tier 1	Medium	Supermarket Type1	175.1028	4.7
Low Fat	FDJ52	Frozen Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	159.8578	4.7
Low Fat	NCD42	Health and Hygiene	2012	OUT049	Tier 1	Medium	Supermarket Type1	36.3506	4.7
Regular	FDY35	Breads	2012	OUT049	Tier 1	Medium	Supermarket Type1	43.9402	4.7
Regular	FDL13	Breakfast	2012	OUT049	Tier 1	Medium	Supermarket Type1	231.43	4.7
Regular	FDD38	Canned	2012	OUT049	Tier 1	Medium	Supermarket Type1	99.8674	4.7
Regular	FDT26	Dairy	2012	OUT049	Tier 1	Medium	Supermarket Type1	120.344	4.7
Regular	FDE28	Frozen Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	228.4668	4.7
Regular	FDO46	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	190.2872	4.7
Regular	FDP45	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	253.1724	4.7
Low Fat	DRH51	Dairy	1998	OUT019	Tier 1	Small	Grocery Store	89.5856	4.7
Low Fat	FDQ10	Snack Foods	1998	OUT019	Tier 1	Small	Grocery Store	172.0422	4.7
Regular	FDH52	Frozen Foods	1998	OUT019	Tier 1	Small	Grocery Store	62.1194	4.7
Regular	FDC10	Snack Foods	1998	OUT019	Tier 1	Small	Grocery Store	118.9098	4.7
Low Fat	FDY27	Dairy	2010	OUT046	Tier 1	Small	Supermarket Type1	177.4344	4.7
Low Fat	FDY52	Frozen Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	62.8536	4.7
Low Fat	DRN35	Hard Drinks	2010	OUT046	Tier 1	Small	Supermarket Type1	37.5532	4.7
Low Fat	DRI47	Hard Drinks	2010	OUT046	Tier 1	Small	Supermarket Type1	143.8128	4.7
Low Fat	NCT05	Health and Hygiene	2010	OUT046	Tier 1	Small	Supermarket Type1	255.3672	4.7
Low Fat	NCW17	Health and Hygiene	2010	OUT046	Tier 1	Small	Supermarket Type1	126.8994	4.7
Low Fat	FDA39	Meat	2010	OUT046	Tier 1	Small	Supermarket Type1	40.2822	4.7
Regular	FDS25	Canned	2010	OUT046	Tier 1	Small	Supermarket Type1	108.7228	4.7
Regular	FDC16	Dairy	2010	OUT046	Tier 1	Small	Supermarket Type1	88.254	4.7
Regular	FDN28	Frozen Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	101.399	4.7
Regular	FDW03	Meat	2010	OUT046	Tier 1	Small	Supermarket Type1	105.1306	4.7
Regular	FDJ21	Snack Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	143.9102	4.7
Low Fat	FDD48	Baking Goods	2015	OUT045	Tier 2	Medium	Supermarket Type1	114.7176	4.7
Low Fat	FDW13	Canned	2015	OUT045	Tier 2	Medium	Supermarket Type1	50.3324	4.7
Low Fat	DRD15	Dairy	2015	OUT045	Tier 2	Medium	Supermarket Type1	233.9642	4.7
Low Fat	FDH32	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	96.541	4.7
Low Fat	NCT05	Health and Hygiene	2015	OUT045	Tier 2	Small	Supermarket Type1	255.6672	4.7
Low Fat	NCV30	Household	2015	OUT045	Tier 2	Small	Supermarket Type1	61.351	4.7
Low Fat	FDW10	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	174.837	4.7
Regular	FDR36	Baking Goods	2015	OUT045	Tier 2	High	Supermarket Type1	43.5454	4.7
Regular	FDV22	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	157.963	4.7
Regular	DRA59	Soft Drinks	2020	OUT017	Tier 2	Medium	Supermarket Type1	183.2924	4.7
Low Fat	FDI14	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	140.0496	4.7
Low Fat	FDT37	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	254.8014	4.7
Low Fat	FDX25	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	180.9292	4.7
Low Fat	DRH03	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	91.612	4.7
